Date,Resource_ID,Resource_Name,Resource_Type,Quantity_Used,Lab_Department,Usage_Frequency,Reorder_Level,Max_Stock,Stock_Level
2025-10-01,R001,Ethanol 95%,Chemical,15,Pathology,High,50,500,456
2025-10-01,R009,Gloves (Box),Consumable,13,Microbiology,High,50,400,218
2025-10-01,R010,Distilled Water (L),Chemical,31,Pathology,Very High,100,1000,457
2025-10-01,R005,Acetone,Chemical,8,Biochemistry,High,40,300,156
2025-10-01,R003,Pipette Tips (Box),Consumable,3,General AI Lab,Medium,15,150,98
2025-10-01,R005,Acetone,Chemical,17,Microbiology,High,40,300,139
2025-10-01,R005,Acetone,Chemical,13,Analytical Chemistry,High,40,300,126
2025-10-01,R003,Pipette Tips (Box),Consumable,2,Analytical Chemistry,Medium,15,150,96
2025-10-01,R005,Acetone,Chemical,3,General AI Lab,High,40,300,123
2025-10-01,R002,Petri Dishes (Pack),Consumable,13,General AI Lab,High,20,200,112
2025-10-01,R002,Petri Dishes (Pack),Consumable,15,Microbiology,High,20,200,97
2025-10-01,R003,Pipette Tips (Box),Consumable,9,Analytical Chemistry,Medium,15,150,87
2025-10-01,R008,Sodium Hydroxide 1M,Chemical,4,Microbiology,Low,20,80,60
2025-10-01,R007,Centrifuge Tubes,Consumable,3,Analytical Chemistry,High,25,250,103
2025-10-02,R002,Petri Dishes (Pack),Consumable,19,General AI Lab,High,20,200,78
2025-10-02,R006,Microscope Slides,Consumable,7,General AI Lab,Medium,10,100,62
2025-10-02,R001,Ethanol 95%,Chemical,17,Microbiology,High,50,500,439
2025-10-02,R006,Microscope Slides,Consumable,7,Biochemistry,Medium,10,100,55
2025-10-02,R003,Pipette Tips (Box),Consumable,3,Analytical Chemistry,Medium,15,150,84
2025-10-02,R006,Microscope Slides,Consumable,7,Analytical Chemistry,Medium,10,100,48
2025-10-02,R002,Petri Dishes (Pack),Consumable,5,Microbiology,High,20,200,73
2025-10-02,R009,Gloves (Box),Consumable,7,Analytical Chemistry,High,50,400,211
2025-10-02,R002,Petri Dishes (Pack),Consumable,6,Analytical Chemistry,High,20,200,67
2025-10-02,R007,Centrifuge Tubes,Consumable,2,General AI Lab,High,25,250,101
2025-10-02,R004,Hydrochloric Acid 1M,Chemical,10,Pathology,Medium,30,100,36
2025-10-02,R002,Petri Dishes (Pack),Consumable,19,Biochemistry,High,20,200,48
2025-10-02,R008,Sodium Hydroxide 1M,Chemical,5,Microbiology,Low,20,80,55
2025-10-02,R001,Ethanol 95%,Chemical,10,Biochemistry,High,50,500,429
2025-10-02,R007,Centrifuge Tubes,Consumable,12,General AI Lab,High,25,250,89
2025-10-02,R001,Ethanol 95%,Chemical,16,Analytical Chemistry,High,50,500,413
2025-10-02,R002,Petri Dishes (Pack),Consumable,7,Microbiology,High,20,200,41
2025-10-02,R009,Gloves (Box),Consumable,20,Microbiology,High,50,400,191
2025-10-02,R009,Gloves (Box),Consumable,5,General AI Lab,High,50,400,186
2025-10-02,R002,Petri Dishes (Pack),Consumable,8,General AI Lab,High,20,200,33
2025-10-02,R010,Distilled Water (L),Chemical,45,Analytical Chemistry,Very High,100,1000,412
2025-10-02,R010,Distilled Water (L),Chemical,38,Biochemistry,Very High,100,1000,374
2025-10-03,R005,Acetone,Chemical,26,Pathology,High,40,300,103
2025-10-03,R008,Sodium Hydroxide 1M,Chemical,7,General AI Lab,Low,20,80,54
2025-10-03,R004,Hydrochloric Acid 1M,Chemical,9,Analytical Chemistry,Medium,30,100,33
2025-10-03,R009,Gloves (Box),Consumable,13,Biochemistry,High,50,400,179
2025-10-03,R009,Gloves (Box),Consumable,21,General AI Lab,High,50,400,164
2025-10-03,R008,Sodium Hydroxide 1M,Chemical,7,Microbiology,Low,20,80,53
2025-10-03,R003,Pipette Tips (Box),Consumable,7,Microbiology,Medium,15,150,83
2025-10-03,R004,Hydrochloric Acid 1M,Chemical,15,Biochemistry,Medium,30,100,100
2025-10-03,R008,Sodium Hydroxide 1M,Chemical,9,General AI Lab,Low,20,80,50
2025-10-03,R005,Acetone,Chemical,20,Analytical Chemistry,High,40,300,89
2025-10-03,R004,Hydrochloric Acid 1M,Chemical,16,General AI Lab,Medium,30,100,90
2025-10-03,R005,Acetone,Chemical,9,Biochemistry,High,40,300,86
2025-10-03,R008,Sodium Hydroxide 1M,Chemical,11,Analytical Chemistry,Low,20,80,45
2025-10-03,R010,Distilled Water (L),Chemical,54,Microbiology,Very High,100,1000,326
2025-10-03,R001,Ethanol 95%,Chemical,16,General AI Lab,High,50,500,403
2025-10-03,R001,Ethanol 95%,Chemical,21,Biochemistry,High,50,500,388
2025-10-03,R007,Centrifuge Tubes,Consumable,10,Pathology,High,25,250,85
2025-10-03,R006,Microscope Slides,Consumable,14,General AI Lab,Medium,10,100,40
2025-10-03,R002,Petri Dishes (Pack),Consumable,16,Microbiology,High,20,200,23
2025-10-03,R009,Gloves (Box),Consumable,24,Pathology,High,50,400,146
2025-10-03,R010,Distilled Water (L),Chemical,26,Pathology,Very High,100,1000,306
2025-10-03,R004,Hydrochloric Acid 1M,Chemical,10,General AI Lab,Medium,30,100,86
2025-10-03,R007,Centrifuge Tubes,Consumable,11,Microbiology,High,25,250,80
2025-10-03,R007,Centrifuge Tubes,Consumable,18,Analytical Chemistry,High,25,250,68
2025-10-03,R002,Petri Dishes (Pack),Consumable,18,Biochemistry,High,20,200,200
2025-10-03,R001,Ethanol 95%,Chemical,17,Pathology,High,50,500,377
2025-10-03,R006,Microscope Slides,Consumable,9,Microbiology,Medium,10,100,37
2025-10-03,R003,Pipette Tips (Box),Consumable,7,General AI Lab,Medium,15,150,82
2025-10-04,R005,Acetone,Chemical,9,Analytical Chemistry,High,40,300,77
2025-10-04,R006,Microscope Slides,Consumable,5,Pathology,Medium,10,100,32
2025-10-04,R010,Distilled Water (L),Chemical,37,Analytical Chemistry,Very High,100,1000,269
2025-10-04,R006,Microscope Slides,Consumable,4,Pathology,Medium,10,100,28
2025-10-04,R002,Petri Dishes (Pack),Consumable,6,General AI Lab,High,20,200,194
2025-10-04,R005,Acetone,Chemical,4,Pathology,High,40,300,73
2025-10-04,R009,Gloves (Box),Consumable,20,Microbiology,High,50,400,126
2025-10-04,R005,Acetone,Chemical,15,Biochemistry,High,40,300,58
2025-10-05,R002,Petri Dishes (Pack),Consumable,13,Pathology,High,20,200,181
2025-10-05,R009,Gloves (Box),Consumable,2,Pathology,High,50,400,124
2025-10-05,R009,Gloves (Box),Consumable,4,Microbiology,High,50,400,120
2025-10-05,R001,Ethanol 95%,Chemical,7,Pathology,High,50,500,370
2025-10-05,R001,Ethanol 95%,Chemical,17,Microbiology,High,50,500,353
2025-10-05,R006,Microscope Slides,Consumable,1,Biochemistry,Medium,10,100,27
2025-10-05,R009,Gloves (Box),Consumable,17,Pathology,High,50,400,103
2025-10-06,R005,Acetone,Chemical,11,Microbiology,High,40,300,50
2025-10-06,R007,Centrifuge Tubes,Consumable,22,Pathology,High,25,250,49
2025-10-06,R004,Hydrochloric Acid 1M,Chemical,4,Analytical Chemistry,Medium,30,100,85
2025-10-06,R006,Microscope Slides,Consumable,12,Microbiology,Medium,10,100,18
2025-10-06,R009,Gloves (Box),Consumable,19,Pathology,High,50,400,87
2025-10-06,R007,Centrifuge Tubes,Consumable,13,Microbiology,High,25,250,39
2025-10-06,R001,Ethanol 95%,Chemical,15,Pathology,High,50,500,341
2025-10-06,R008,Sodium Hydroxide 1M,Chemical,4,Pathology,Low,20,80,44
2025-10-06,R009,Gloves (Box),Consumable,13,General AI Lab,High,50,400,77
2025-10-06,R010,Distilled Water (L),Chemical,22,General AI Lab,Very High,100,1000,250
2025-10-06,R002,Petri Dishes (Pack),Consumable,9,Analytical Chemistry,High,20,200,175
2025-10-06,R002,Petri Dishes (Pack),Consumable,23,Biochemistry,High,20,200,155
2025-10-06,R010,Distilled Water (L),Chemical,44,Biochemistry,Very High,100,1000,209
2025-10-06,R007,Centrifuge Tubes,Consumable,10,Microbiology,High,25,250,32
2025-10-06,R009,Gloves (Box),Consumable,11,General AI Lab,High,50,400,69
2025-10-06,R002,Petri Dishes (Pack),Consumable,19,Analytical Chemistry,High,20,200,139
2025-10-06,R004,Hydrochloric Acid 1M,Chemical,11,Microbiology,Medium,30,100,77
2025-10-06,R004,Hydrochloric Acid 1M,Chemical,4,Analytical Chemistry,Medium,30,100,76
2025-10-06,R010,Distilled Water (L),Chemical,48,Analytical Chemistry,Very High,100,1000,164
2025-10-06,R006,Microscope Slides,Consumable,7,Microbiology,Medium,10,100,14
2025-10-06,R006,Microscope Slides,Consumable,4,Analytical Chemistry,Medium,10,100,13
2025-10-06,R008,Sodium Hydroxide 1M,Chemical,8,Biochemistry,Low,20,80,39
2025-10-06,R001,Ethanol 95%,Chemical,11,Pathology,High,50,500,333
2025-10-06,R002,Petri Dishes (Pack),Consumable,13,General AI Lab,High,20,200,129
2025-10-06,R009,Gloves (Box),Consumable,20,Biochemistry,High,50,400,52
2025-10-06,R004,Hydrochloric Acid 1M,Chemical,7,Pathology,Medium,30,100,72
2025-10-07,R001,Ethanol 95%,Chemical,11,General AI Lab,High,50,500,322
2025-10-07,R002,Petri Dishes (Pack),Consumable,3,Microbiology,High,20,200,126
2025-10-07,R007,Centrifuge Tubes,Consumable,12,Microbiology,High,25,250,250
2025-10-07,R003,Pipette Tips (Box),Consumable,1,Pathology,Medium,15,150,81
2025-10-07,R007,Centrifuge Tubes,Consumable,4,Microbiology,High,25,250,246
2025-10-07,R008,Sodium Hydroxide 1M,Chemical,4,General AI Lab,Low,20,80,35
2025-10-07,R005,Acetone,Chemical,14,Pathology,High,40,300,300
2025-10-07,R002,Petri Dishes (Pack),Consumable,15,Biochemistry,High,20,200,111
2025-10-07,R010,Distilled Water (L),Chemical,47,General AI Lab,Very High,100,1000,117
2025-10-07,R001,Ethanol 95%,Chemical,16,Pathology,High,50,500,306
2025-10-07,R001,Ethanol 95%,Chemical,19,Microbiology,High,50,500,287
2025-10-07,R008,Sodium Hydroxide 1M,Chemical,5,Microbiology,Low,20,80,30
2025-10-07,R004,Hydrochloric Acid 1M,Chemical,2,General AI Lab,Medium,30,100,70
2025-10-07,R001,Ethanol 95%,Chemical,12,General AI Lab,High,50,500,275
2025-10-07,R010,Distilled Water (L),Chemical,33,Microbiology,Very High,100,1000,1000
2025-10-07,R006,Microscope Slides,Consumable,2,General AI Lab,Medium,10,100,11
2025-10-07,R001,Ethanol 95%,Chemical,9,Pathology,High,50,500,266
2025-10-07,R002,Petri Dishes (Pack),Consumable,9,Biochemistry,High,20,200,102
2025-10-07,R003,Pipette Tips (Box),Consumable,6,Analytical Chemistry,Medium,15,150,75
2025-10-07,R001,Ethanol 95%,Chemical,14,Biochemistry,High,50,500,252
2025-10-07,R008,Sodium Hydroxide 1M,Chemical,4,Microbiology,Low,20,80,26
2025-10-07,R010,Distilled Water (L),Chemical,45,Analytical Chemistry,Very High,100,1000,955
2025-10-07,R005,Acetone,Chemical,9,Microbiology,High,40,300,291
2025-10-07,R008,Sodium Hydroxide 1M,Chemical,2,Analytical Chemistry,Low,20,80,24
2025-10-07,R002,Petri Dishes (Pack),Consumable,5,Microbiology,High,20,200,97
2025-10-08,R007,Centrifuge Tubes,Consumable,18,Analytical Chemistry,High,25,250,228
2025-10-08,R009,Gloves (Box),Consumable,3,Pathology,High,50,400,400
2025-10-08,R001,Ethanol 95%,Chemical,9,General AI Lab,High,50,500,243
2025-10-08,R010,Distilled Water (L),Chemical,47,Biochemistry,Very High,100,1000,908
2025-10-08,R006,Microscope Slides,Consumable,1,General AI Lab,Medium,10,100,10
2025-10-08,R005,Acetone,Chemical,12,Analytical Chemistry,High,40,300,279
2025-10-08,R003,Pipette Tips (Box),Consumable,3,Pathology,Medium,15,150,72
2025-10-08,R005,Acetone,Chemical,20,General AI Lab,High,40,300,259
2025-10-08,R003,Pipette Tips (Box),Consumable,5,General AI Lab,Medium,15,150,67
2025-10-08,R003,Pipette Tips (Box),Consumable,1,Microbiology,Medium,15,150,66
2025-10-08,R008,Sodium Hydroxide 1M,Chemical,2,Biochemistry,Low,20,80,22
2025-10-08,R007,Centrifuge Tubes,Consumable,17,General AI Lab,High,25,250,211
2025-10-08,R009,Gloves (Box),Consumable,10,Analytical Chemistry,High,50,400,390
2025-10-08,R004,Hydrochloric Acid 1M,Chemical,10,Biochemistry,Medium,30,100,60
2025-10-08,R001,Ethanol 95%,Chemical,4,General AI Lab,High,50,500,239
2025-10-08,R004,Hydrochloric Acid 1M,Chemical,2,Microbiology,Medium,30,100,58
2025-10-08,R009,Gloves (Box),Consumable,12,General AI Lab,High,50,400,378
2025-10-08,R006,Microscope Slides,Consumable,1,Pathology,Medium,10,100,100
2025-10-09,R005,Acetone,Chemical,16,Biochemistry,High,40,300,243
2025-10-09,R010,Distilled Water (L),Chemical,28,Microbiology,Very High,100,1000,880
2025-10-09,R001,Ethanol 95%,Chemical,8,Biochemistry,High,50,500,231
2025-10-09,R005,Acetone,Chemical,7,Biochemistry,High,40,300,236
2025-10-09,R005,Acetone,Chemical,7,Analytical Chemistry,High,40,300,229
2025-10-09,R006,Microscope Slides,Consumable,4,Analytical Chemistry,Medium,10,100,96
2025-10-09,R005,Acetone,Chemical,5,Microbiology,High,40,300,224
2025-10-09,R003,Pipette Tips (Box),Consumable,7,Microbiology,Medium,15,150,59
2025-10-09,R009,Gloves (Box),Consumable,5,Biochemistry,High,50,400,373
2025-10-09,R008,Sodium Hydroxide 1M,Chemical,2,Analytical Chemistry,Low,20,80,20
2025-10-09,R009,Gloves (Box),Consumable,9,Biochemistry,High,50,400,364
2025-10-09,R002,Petri Dishes (Pack),Consumable,13,Microbiology,High,20,200,84
2025-10-09,R004,Hydrochloric Acid 1M,Chemical,1,Biochemistry,Medium,30,100,57
2025-10-09,R004,Hydrochloric Acid 1M,Chemical,7,Biochemistry,Medium,30,100,50
2025-10-09,R001,Ethanol 95%,Chemical,13,Microbiology,High,50,500,218
2025-10-09,R002,Petri Dishes (Pack),Consumable,12,Biochemistry,High,20,200,72
2025-10-09,R008,Sodium Hydroxide 1M,Chemical,4,General AI Lab,Low,20,80,80
2025-10-09,R006,Microscope Slides,Consumable,10,General AI Lab,Medium,10,100,86
2025-10-09,R006,Microscope Slides,Consumable,10,Analytical Chemistry,Medium,10,100,76
2025-10-09,R004,Hydrochloric Acid 1M,Chemical,4,Biochemistry,Medium,30,100,46
2025-10-09,R002,Petri Dishes (Pack),Consumable,16,Microbiology,High,20,200,56
2025-10-09,R008,Sodium Hydroxide 1M,Chemical,2,Microbiology,Low,20,80,78
2025-10-09,R004,Hydrochloric Acid 1M,Chemical,4,Pathology,Medium,30,100,42
2025-10-09,R010,Distilled Water (L),Chemical,18,Biochemistry,Very High,100,1000,862
2025-10-09,R008,Sodium Hydroxide 1M,Chemical,3,Pathology,Low,20,80,75
2025-10-09,R007,Centrifuge Tubes,Consumable,12,Biochemistry,High,25,250,199
2025-10-10,R003,Pipette Tips (Box),Consumable,12,Analytical Chemistry,Medium,15,150,53
2025-10-10,R008,Sodium Hydroxide 1M,Chemical,9,General AI Lab,Low,20,80,72
2025-10-10,R007,Centrifuge Tubes,Consumable,26,Microbiology,High,25,250,179
2025-10-10,R004,Hydrochloric Acid 1M,Chemical,10,Biochemistry,Medium,30,100,38
2025-10-10,R007,Centrifuge Tubes,Consumable,26,Biochemistry,High,25,250,159
2025-10-10,R004,Hydrochloric Acid 1M,Chemical,11,Pathology,Medium,30,100,33
2025-10-10,R006,Microscope Slides,Consumable,11,General AI Lab,Medium,10,100,71
2025-10-10,R002,Petri Dishes (Pack),Consumable,12,Microbiology,High,20,200,50
2025-10-10,R008,Sodium Hydroxide 1M,Chemical,11,Pathology,Low,20,80,67
2025-10-10,R005,Acetone,Chemical,22,General AI Lab,High,40,300,208
2025-10-10,R008,Sodium Hydroxide 1M,Chemical,8,Pathology,Low,20,80,65
2025-10-10,R007,Centrifuge Tubes,Consumable,24,Analytical Chemistry,High,25,250,141
2025-10-10,R009,Gloves (Box),Consumable,23,Pathology,High,50,400,347
2025-10-10,R002,Petri Dishes (Pack),Consumable,23,General AI Lab,High,20,200,33
2025-10-10,R010,Distilled Water (L),Chemical,42,Biochemistry,Very High,100,1000,826
2025-10-10,R005,Acetone,Chemical,12,General AI Lab,High,40,300,202
2025-10-10,R006,Microscope Slides,Consumable,10,Microbiology,Medium,10,100,67
2025-10-10,R009,Gloves (Box),Consumable,17,Biochemistry,High,50,400,336
2025-10-10,R010,Distilled Water (L),Chemical,48,Biochemistry,Very High,100,1000,784
2025-10-10,R007,Centrifuge Tubes,Consumable,15,Microbiology,High,25,250,132
2025-10-10,R006,Microscope Slides,Consumable,12,General AI Lab,Medium,10,100,61
2025-10-10,R004,Hydrochloric Acid 1M,Chemical,15,Pathology,Medium,30,100,100
2025-10-10,R003,Pipette Tips (Box),Consumable,9,Biochemistry,Medium,15,150,50
2025-10-10,R007,Centrifuge Tubes,Consumable,10,Microbiology,High,25,250,128
2025-10-10,R003,Pipette Tips (Box),Consumable,15,General AI Lab,Medium,15,150,41
2025-10-10,R002,Petri Dishes (Pack),Consumable,13,General AI Lab,High,20,200,26
2025-10-11,R006,Microscope Slides,Consumable,8,Analytical Chemistry,Medium,10,100,53
2025-10-11,R006,Microscope Slides,Consumable,7,Pathology,Medium,10,100,46
2025-10-11,R008,Sodium Hydroxide 1M,Chemical,4,Pathology,Low,20,80,61
2025-10-11,R004,Hydrochloric Acid 1M,Chemical,10,Microbiology,Medium,30,100,90
2025-10-11,R008,Sodium Hydroxide 1M,Chemical,5,General AI Lab,Low,20,80,56
2025-10-12,R007,Centrifuge Tubes,Consumable,2,Biochemistry,High,25,250,126
2025-10-12,R008,Sodium Hydroxide 1M,Chemical,2,Analytical Chemistry,Low,20,80,54
2025-10-12,R002,Petri Dishes (Pack),Consumable,13,Microbiology,High,20,200,200
2025-10-12,R005,Acetone,Chemical,18,General AI Lab,High,40,300,184
2025-10-12,R009,Gloves (Box),Consumable,4,Analytical Chemistry,High,50,400,332
2025-10-13,R008,Sodium Hydroxide 1M,Chemical,7,Analytical Chemistry,Low,20,80,50
2025-10-13,R002,Petri Dishes (Pack),Consumable,15,Biochemistry,High,20,200,188
2025-10-13,R007,Centrifuge Tubes,Consumable,18,Biochemistry,High,25,250,111
2025-10-13,R008,Sodium Hydroxide 1M,Chemical,7,General AI Lab,Low,20,80,46
2025-10-13,R001,Ethanol 95%,Chemical,20,Analytical Chemistry,High,50,500,201
2025-10-13,R010,Distilled Water (L),Chemical,16,Analytical Chemistry,Very High,100,1000,771
2025-10-13,R007,Centrifuge Tubes,Consumable,17,General AI Lab,High,25,250,97
2025-10-13,R006,Microscope Slides,Consumable,7,Pathology,Medium,10,100,42
2025-10-13,R009,Gloves (Box),Consumable,23,General AI Lab,High,50,400,312
2025-10-13,R001,Ethanol 95%,Chemical,16,Biochemistry,High,50,500,188
2025-10-13,R004,Hydrochloric Acid 1M,Chemical,11,Biochemistry,Medium,30,100,82
2025-10-13,R004,Hydrochloric Acid 1M,Chemical,9,Biochemistry,Medium,30,100,76
2025-10-13,R008,Sodium Hydroxide 1M,Chemical,8,Biochemistry,Low,20,80,41
2025-10-13,R002,Petri Dishes (Pack),Consumable,8,Microbiology,High,20,200,183
2025-10-13,R006,Microscope Slides,Consumable,4,General AI Lab,Medium,10,100,41
2025-10-13,R006,Microscope Slides,Consumable,8,Analytical Chemistry,Medium,10,100,36
2025-10-13,R005,Acetone,Chemical,11,General AI Lab,High,40,300,176
2025-10-13,R007,Centrifuge Tubes,Consumable,12,Biochemistry,High,25,250,88
2025-10-13,R001,Ethanol 95%,Chemical,14,Analytical Chemistry,High,50,500,177
2025-10-13,R006,Microscope Slides,Consumable,10,Pathology,Medium,10,100,29
2025-10-13,R010,Distilled Water (L),Chemical,49,Microbiology,Very High,100,1000,725
2025-10-13,R003,Pipette Tips (Box),Consumable,12,Analytical Chemistry,Medium,15,150,32
2025-10-14,R010,Distilled Water (L),Chemical,41,Analytical Chemistry,Very High,100,1000,684
2025-10-14,R004,Hydrochloric Acid 1M,Chemical,2,Pathology,Medium,30,100,74
2025-10-14,R003,Pipette Tips (Box),Consumable,4,Analytical Chemistry,Medium,15,150,28
2025-10-14,R002,Petri Dishes (Pack),Consumable,14,Biochemistry,High,20,200,169
2025-10-14,R009,Gloves (Box),Consumable,15,Pathology,High,50,400,297
2025-10-14,R003,Pipette Tips (Box),Consumable,2,Biochemistry,Medium,15,150,26
2025-10-14,R006,Microscope Slides,Consumable,7,Pathology,Medium,10,100,22
2025-10-14,R009,Gloves (Box),Consumable,2,Biochemistry,High,50,400,295
2025-10-14,R008,Sodium Hydroxide 1M,Chemical,1,Analytical Chemistry,Low,20,80,40
2025-10-14,R005,Acetone,Chemical,18,Microbiology,High,40,300,158
2025-10-14,R005,Acetone,Chemical,8,Biochemistry,High,40,300,150
2025-10-14,R007,Centrifuge Tubes,Consumable,17,Biochemistry,High,25,250,71
2025-10-14,R008,Sodium Hydroxide 1M,Chemical,1,Biochemistry,Low,20,80,39
2025-10-14,R003,Pipette Tips (Box),Consumable,2,General AI Lab,Medium,15,150,24
2025-10-14,R008,Sodium Hydroxide 1M,Chemical,3,Microbiology,Low,20,80,36
2025-10-14,R002,Petri Dishes (Pack),Consumable,12,General AI Lab,High,20,200,157
2025-10-14,R007,Centrifuge Tubes,Consumable,8,Pathology,High,25,250,63
2025-10-14,R007,Centrifuge Tubes,Consumable,4,General AI Lab,High,25,250,59
2025-10-14,R007,Centrifuge Tubes,Consumable,14,Biochemistry,High,25,250,45
2025-10-14,R010,Distilled Water (L),Chemical,43,General AI Lab,Very High,100,1000,641
2025-10-14,R003,Pipette Tips (Box),Consumable,6,General AI Lab,Medium,15,150,18
2025-10-14,R010,Distilled Water (L),Chemical,7,Biochemistry,Very High,100,1000,634
2025-10-14,R006,Microscope Slides,Consumable,10,Microbiology,Medium,10,100,12
2025-10-14,R003,Pipette Tips (Box),Consumable,1,General AI Lab,Medium,15,150,17
2025-10-15,R007,Centrifuge Tubes,Consumable,3,Biochemistry,High,25,250,42
2025-10-15,R003,Pipette Tips (Box),Consumable,5,General AI Lab,Medium,15,150,150
2025-10-15,R005,Acetone,Chemical,4,Biochemistry,High,40,300,146
2025-10-15,R008,Sodium Hydroxide 1M,Chemical,4,General AI Lab,Low,20,80,32
2025-10-15,R001,Ethanol 95%,Chemical,16,Microbiology,High,50,500,161
2025-10-15,R002,Petri Dishes (Pack),Consumable,18,Analytical Chemistry,High,20,200,139
2025-10-15,R007,Centrifuge Tubes,Consumable,16,Biochemistry,High,25,250,26
2025-10-15,R005,Acetone,Chemical,8,General AI Lab,High,40,300,138
2025-10-15,R002,Petri Dishes (Pack),Consumable,13,Microbiology,High,20,200,126
2025-10-15,R003,Pipette Tips (Box),Consumable,10,Microbiology,Medium,15,150,140
2025-10-15,R007,Centrifuge Tubes,Consumable,7,Pathology,High,25,250,250
2025-10-15,R004,Hydrochloric Acid 1M,Chemical,3,General AI Lab,Medium,30,100,71
2025-10-15,R007,Centrifuge Tubes,Consumable,16,Pathology,High,25,250,234
2025-10-15,R004,Hydrochloric Acid 1M,Chemical,1,Biochemistry,Medium,30,100,70
2025-10-15,R008,Sodium Hydroxide 1M,Chemical,1,Pathology,Low,20,80,31
2025-10-15,R010,Distilled Water (L),Chemical,20,General AI Lab,Very High,100,1000,614
2025-10-15,R009,Gloves (Box),Consumable,16,Analytical Chemistry,High,50,400,279
2025-10-15,R008,Sodium Hydroxide 1M,Chemical,4,General AI Lab,Low,20,80,27
2025-10-15,R001,Ethanol 95%,Chemical,4,Analytical Chemistry,High,50,500,157
2025-10-15,R008,Sodium Hydroxide 1M,Chemical,3,Analytical Chemistry,Low,20,80,24
2025-10-15,R006,Microscope Slides,Consumable,10,Pathology,Medium,10,100,100
2025-10-16,R002,Petri Dishes (Pack),Consumable,7,Analytical Chemistry,High,20,200,119
2025-10-16,R002,Petri Dishes (Pack),Consumable,14,Analytical Chemistry,High,20,200,105
2025-10-16,R008,Sodium Hydroxide 1M,Chemical,1,General AI Lab,Low,20,80,23
2025-10-16,R001,Ethanol 95%,Chemical,19,Biochemistry,High,50,500,138
2025-10-16,R006,Microscope Slides,Consumable,3,Biochemistry,Medium,10,100,97
2025-10-16,R005,Acetone,Chemical,6,Pathology,High,40,300,132
2025-10-16,R003,Pipette Tips (Box),Consumable,2,Microbiology,Medium,15,150,138
2025-10-16,R003,Pipette Tips (Box),Consumable,1,General AI Lab,Medium,15,150,137
2025-10-16,R002,Petri Dishes (Pack),Consumable,19,Pathology,High,20,200,86
2025-10-16,R004,Hydrochloric Acid 1M,Chemical,8,Biochemistry,Medium,30,100,62
2025-10-16,R002,Petri Dishes (Pack),Consumable,4,General AI Lab,High,20,200,82
2025-10-16,R008,Sodium Hydroxide 1M,Chemical,4,Pathology,Low,20,80,80
2025-10-16,R002,Petri Dishes (Pack),Consumable,6,Analytical Chemistry,High,20,200,76
2025-10-16,R001,Ethanol 95%,Chemical,2,Analytical Chemistry,High,50,500,136
2025-10-16,R007,Centrifuge Tubes,Consumable,8,Pathology,High,25,250,226
2025-10-16,R008,Sodium Hydroxide 1M,Chemical,4,Analytical Chemistry,Low,20,80,76
2025-10-16,R008,Sodium Hydroxide 1M,Chemical,3,Biochemistry,Low,20,80,73
2025-10-17,R010,Distilled Water (L),Chemical,34,Microbiology,Very High,100,1000,586
2025-10-17,R002,Petri Dishes (Pack),Consumable,14,Pathology,High,20,200,68
2025-10-17,R005,Acetone,Chemical,23,Microbiology,High,40,300,115
2025-10-17,R009,Gloves (Box),Consumable,26,Biochemistry,High,50,400,259
2025-10-17,R005,Acetone,Chemical,11,General AI Lab,High,40,300,110
2025-10-17,R006,Microscope Slides,Consumable,13,Biochemistry,Medium,10,100,90
2025-10-17,R007,Centrifuge Tubes,Consumable,24,Biochemistry,High,25,250,208
2025-10-17,R008,Sodium Hydroxide 1M,Chemical,7,Analytical Chemistry,Low,20,80,72
2025-10-17,R001,Ethanol 95%,Chemical,26,Pathology,High,50,500,116
2025-10-17,R009,Gloves (Box),Consumable,26,Microbiology,High,50,400,239
2025-10-17,R004,Hydrochloric Acid 1M,Chemical,7,General AI Lab,Medium,30,100,61
2025-10-17,R004,Hydrochloric Acid 1M,Chemical,8,Analytical Chemistry,Medium,30,100,59
2025-10-17,R006,Microscope Slides,Consumable,9,Analytical Chemistry,Medium,10,100,87
2025-10-17,R007,Centrifuge Tubes,Consumable,14,Pathology,High,25,250,200
2025-10-17,R002,Petri Dishes (Pack),Consumable,8,Pathology,High,20,200,66
2025-10-17,R006,Microscope Slides,Consumable,9,Microbiology,Medium,10,100,84
2025-10-17,R004,Hydrochloric Acid 1M,Chemical,8,Analytical Chemistry,Medium,30,100,57
2025-10-17,R007,Centrifuge Tubes,Consumable,11,Biochemistry,High,25,250,195
2025-10-17,R004,Hydrochloric Acid 1M,Chemical,15,Pathology,Medium,30,100,48
2025-10-17,R009,Gloves (Box),Consumable,14,General AI Lab,High,50,400,231
2025-10-17,R002,Petri Dishes (Pack),Consumable,18,Analytical Chemistry,High,20,200,54
2025-10-17,R001,Ethanol 95%,Chemical,21,General AI Lab,High,50,500,101
2025-10-17,R002,Petri Dishes (Pack),Consumable,13,Biochemistry,High,20,200,47
2025-10-17,R004,Hydrochloric Acid 1M,Chemical,8,Biochemistry,Medium,30,100,46
2025-10-17,R001,Ethanol 95%,Chemical,8,Analytical Chemistry,High,50,500,99
2025-10-17,R007,Centrifuge Tubes,Consumable,18,Microbiology,High,25,250,183
2025-10-17,R006,Microscope Slides,Consumable,10,Biochemistry,Medium,10,100,80
2025-10-17,R007,Centrifuge Tubes,Consumable,14,Biochemistry,High,25,250,175
